pl_name,pl_rade,pl_bmasse,pl_disc,rowupdate,gravity
HIP 57050 b,,94.70940,2010,2014-05-14,NaN
HD 1690 b,,1938.68000,2010,2014-05-14,NaN
Kepler-9 b,9.438,80.09000,2010,2014-05-14,1
HD 177830 c,,47.67250,2010,2014-05-14,NaN
WASP-25 b,13.675,184.33400,2010,2014-05-14,1
SR 12 AB c,,4131.62000,2010,2014-05-14,NaN
WASP-26 b,14.359,326.71500,2010,2014-05-14,1.59
Kepler-11 g,3.330,25.00000,2010,2014-05-14,2.26
HD 145457 b,,921.66800,2010,2014-05-14,NaN
HD 156668 b,,4.15000,2010,2014-05-14,NaN
HD 109246 b,,244.72000,2010,2014-05-14,NaN
HD 31253 b,,158.90800,2010,2014-05-14,NaN
GJ 676 A b,,1570.00000,2010,2014-05-14,NaN
WASP-23 b,10.783,280.95000,2010,2014-05-14,2.42
HD 163607 c,,727.80000,2010,2014-06-25,NaN
HD 164509 b,,152.55000,2010,2014-06-25,NaN
GJ 3634 b,,8.40000,2010,2014-08-21,NaN
GJ 876 e,,14.60000,2010,2014-08-27,NaN
MOA 2009-BLG-319L b,,50.00000,2010,2014-10-29,NaN
HD 28254 b,,368.67000,2010,2014-11-19,NaN
HD 43197 b,,190.69000,2010,2014-12-03,NaN
HD 113538 c,,295.57000,2010,2015-01-08,NaN
HD 113538 b,,114.41000,2010,2015-01-08,NaN
HD 44219 b,,184.33000,2010,2015-01-22,NaN
HD 163607 b,,244.72000,2010,2015-02-05,NaN
BD+20 1790 b,,2020.00000,2010,2015-03-26,NaN
HAT-P-23 b,13.720,658.00000,2010,2015-03-26,3.50
GSC 06214-00210 b,,5000.00000,2010,2015-04-01,NaN
HIP 78530 b,,7300.00000,2010,2015-04-01,NaN
HD 8535 b,,216.12440,2010,2015-04-16,NaN
Qatar-1 b,12.733,405.23325,2010,2015-04-16,2.50
HIP 12961 b,,111.24050,2010,2015-05-14,NaN
MOA 2009-BLG-387L b,,813.64480,2010,2015-06-04,NaN
HD 10180 c,,13.22173,2010,2015-06-25,NaN
HD 10180 e,,25.58532,2010,2015-06-25,NaN
HD 10180 h,,65.66368,2010,2015-06-25,NaN
HD 10180 f,,22.94733,2010,2015-06-25,NaN
HD 10180 d,,12.01397,2010,2015-06-25,NaN
HD 10180 g,,23.26516,2010,2015-06-25,NaN
HD 38283 b,,108.06220,2010,2015-09-10,NaN
HD 180314 b,,6992.26000,2010,2015-09-10,NaN
Kepler-8 b,15.872,187.51970,2010,2015-10-15,1
HD 204313 b,,1360.00000,2010,2015-11-19,NaN
HD 1461 b,,6.44000,2010,2015-11-19,NaN
Kepler-35 b,8.160,40.36300,2011,2014-05-14,1
WASP-35 b,14.796,228.82800,2011,2014-05-14,1.05
WASP-36 b,14.359,731.93200,2011,2014-05-14,3.55
WASP-39 b,14.235,88.98900,2011,2014-05-14,1
CoRoT-23 b,11.770,889.90000,2011,2014-05-14,6.43
WASP-43 b,10.424,565.71400,2011,2014-05-14,5.21
WASP-44 b,12.778,282.53900,2011,2014-05-14,1.73
HD 217786 b,,4131.62000,2011,2014-05-14,NaN
CoRoT-19 b,14.460,352.78000,2011,2014-05-14,1.69
PSR J1719-1438 b,,382.80000,2011,2014-05-14,NaN
CoRoT-18 b,14.680,1102.82000,2011,2014-05-14,5.12
WASP-50 b,12.924,466.55500,2011,2014-05-14,2.79
HD 222155 b,,603.85000,2011,2014-05-14,NaN
HD 220773 b,,460.80000,2011,2014-05-14,NaN
HAT-P-36 b,14.168,582.24000,2011,2014-05-14,2.90
Kepler-15 b,10.760,209.76000,2011,2014-05-14,1.81
CoRoT-16 b,13.110,170.03200,2011,2014-05-14,1
Kepler-45 b,10.760,160.49700,2011,2014-05-14,1.39
HD 1502 b,,985.20000,2011,2014-05-14,NaN
HAT-P-35 b,14.930,334.97900,2011,2014-05-14,1.50
HD 106270 b,,3496.00000,2011,2014-05-14,NaN
HD 102329 b,,1875.10000,2011,2014-05-14,NaN
HD 100655 b,,540.30000,2011,2014-05-14,NaN
Kepler-14 b,12.733,2669.66000,2011,2014-05-14,16.47
Kepler-23 c,3.200,858.10000,2011,2014-05-14,83.84
GJ 667 C c,,3.80000,2011,2014-05-14,NaN
GJ 667 C b,,5.60000,2011,2014-05-14,NaN
GJ 433 b,,5.79000,2011,2014-05-14,NaN
WD 0806-661 b,,2383.60000,2011,2014-05-14,NaN
HD 65216 c,,54.03000,2011,2014-05-14,NaN
HD 99706 b,,444.90000,2011,2014-05-14,NaN
HD 98219 b,,572.10000,2011,2014-05-14,NaN
HD 96063 b,,286.00000,2011,2014-05-14,NaN
Kepler-16 b,8.449,105.83300,2011,2014-05-14,1.48
HAT-P-29 b,12.408,247.26100,2011,2014-05-14,1.61
HD 204941 b,,84.53920,2011,2014-05-14,NaN
HD 82886 b,,413.20000,2011,2014-05-14,NaN
HD 5891 b,,2415.40000,2011,2014-05-14,NaN
HD 79498 b,,425.90000,2011,2014-05-14,NaN
UZ For b,,2002.20000,2011,2014-05-14,NaN
HAT-P-28 b,13.585,198.95300,2011,2014-05-14,1.08
HD 7199 b,,92.16680,2011,2014-05-14,NaN
Kepler-28 b,3.600,479.90000,2011,2014-05-14,37.05
HD 7449 c,,635.63300,2011,2014-05-14,NaN
HD 152581 b,,476.70000,2011,2014-05-14,NaN
HAT-P-30 b,15.020,225.96800,2011,2014-05-14,1.00
HD 7449 b,,352.77600,2011,2014-05-14,NaN
HD 142245 b,,603.90000,2011,2014-05-14,NaN
Kepler-34 b,8.564,69.92000,2011,2014-05-14,1
HAT-P-31 b,11.990,689.98000,2011,2014-05-14,4.80
Kepler-26 c,3.600,119.18100,2011,2014-05-14,9.20
HAT-P-33 b,18.898,242.17600,2011,2014-05-14,1
HAT-P-34 b,13.417,1057.69400,2011,2014-05-14,5.88
Kepler-18 c,5.490,17.30000,2011,2014-05-14,1
Kepler-18 d,6.980,16.40000,2011,2014-05-14,1
Kepler-19 b,2.209,20.30000,2011,2014-05-14,4.16
Kepler-20 b,1.910,8.70000,2011,2014-05-14,2.39
Kepler-20 c,3.070,16.10000,2011,2014-05-14,1.71
Kepler-20 d,2.750,20.10000,2011,2014-05-14,2.66
Kepler-20 f,1.030,14.30000,2011,2014-05-14,13.49
Kepler-22 b,2.380,36.00000,2011,2014-05-14,6.36
Kepler-23 b,1.900,254.30000,2011,2014-05-14,70.48
Kepler-24 b,2.400,508.50000,2011,2014-05-14,88.32
Kepler-24 c,2.800,508.50000,2011,2014-05-14,64.89
Kepler-25 b,2.600,4036.30000,2011,2014-05-14,597.37
Kepler-25 c,4.500,1322.12000,2011,2014-05-14,65.32
Kepler-26 b,3.600,120.77000,2011,2014-05-14,9.32
Kepler-27 b,4.000,2895.31000,2011,2014-05-14,181.04
Kepler-27 c,4.900,4385.87000,2011,2014-05-14,182.76
Kepler-28 c,3.400,432.23000,2011,2014-05-14,37.41
Kepler-29 b,3.600,127.10000,2011,2014-05-14,9.81
Kepler-29 c,2.900,95.30000,2011,2014-05-14,11.34
HD 33142 b,,413.20000,2011,2014-05-14,NaN
HD 30856 b,,572.10000,2011,2014-05-14,NaN
HD 137388 A b,,70.87310,2011,2014-05-14,NaN
HD 28678 b,,540.30000,2011,2014-05-14,NaN
HD 132563 b,,473.54700,2011,2014-05-14,NaN
CoRoT-17 b,11.430,772.29000,2011,2014-05-14,5.91
CoRoT-20 b,9.420,1347.54000,2011,2014-05-14,15.19
Kepler-17 b,14.680,778.65000,2011,2014-05-14,3.61
HD 131496 b,,699.20000,2011,2014-05-14,NaN
HD 22781 b,,4338.20000,2011,2014-05-14,NaN
HD 158038 b,,572.10000,2011,2014-05-14,NaN
HD 156279 b,,3086.00000,2011,2014-05-14,NaN
HD 116029 b,,667.40000,2011,2014-05-14,NaN
Kepler-32 c,2.000,158.90000,2011,2014-05-14,39.74
HD 18742 b,,858.10000,2011,2014-05-14,NaN
Kepler-20 e,0.868,3.08000,2011,2014-05-14,4.09
Kepler-19 c,,1906.90000,2011,2014-05-14,NaN
CFBDSIR J145829+101343 b,,3337.10000,2011,2014-05-14,NaN
Kepler-18 b,2.000,6.90000,2011,2014-05-14,1.73
KOI-55 c,0.867,0.65500,2011,2014-05-14,1
KOI-55 b,0.759,0.44000,2011,2014-05-14,1
HAT-P-37 b,13.204,371.52800,2011,2014-05-14,2.13
HAT-P-27 b,11.430,197.05000,2011,2014-05-14,1.51
UZ For c,,2447.20000,2011,2014-05-14,NaN
Kepler-31 c,5.300,1493.70000,2011,2014-05-14,53.20
Kepler-32 b,2.200,1303.00000,2011,2014-05-14,269.34
HD 108863 b,,826.30000,2011,2014-05-14,NaN
Kepler-10 c,2.350,17.20000,2011,2014-06-02,3.12
NY Vir b,,883.53000,2011,2014-09-25,NaN
MOA 2009-BLG-266L b,,10.40000,2011,2014-10-29,NaN
Qatar-2 b,14.056,792.63500,2011,2014-11-05,4.01
HD 240237 b,,1684.40000,2011,2014-11-19,NaN
Kepler-39 b,13.900,6388.10000,2011,2015-01-29,33.08
Kepler-44 b,12.220,317.82000,2011,2015-01-29,2.13
HIP 57274 d,,167.40000,2011,2015-03-26,NaN
WASP-48 b,15.650,288.00000,2011,2015-03-26,1.18
HD 85512 b,,3.60000,2011,2015-04-16,NaN
TrES-5 b,13.384,568.91570,2011,2015-04-16,3.18
HIP 57274 c,,130.00000,2011,2015-04-24,NaN
HIP 57274 b,,11.60000,2011,2015-04-24,NaN
HD 96127 b,,1271.32000,2011,2015-05-14,NaN
HD 192310 c,,24.00000,2011,2015-07-02,NaN
HD 192310 b,,16.90000,2011,2015-07-02,NaN
BD+48 738 b,,289.22530,2011,2015-08-13,NaN
HD 20794 c,,2.40000,2011,2015-08-27,NaN
HD 20794 d,,4.80000,2011,2015-08-27,NaN
HD 20794 b,,2.70000,2011,2015-08-27,NaN
HIP 5158 c,,4780.16320,2011,2015-09-10,NaN
Kepler-43 b,13.664,1026.59090,2011,2015-10-15,5.50
Kepler-12 b,19.661,137.30256,2011,2015-10-15,1
KOI-13 b,16.948,2949.46240,2011,2015-10-15,10.27
Kepler-41 b,11.657,177.98480,2011,2015-10-15,1.31
Kepler-10 b,1.481,4.60853,2011,2015-10-15,2.10
7 CMa b,,781.86180,2011,2015-10-22,NaN
WASP-46 b,13.159,607.05530,2011,2015-12-03,3.51
WASP-45 b,11.119,318.46566,2011,2015-12-03,2.58
MOA 2010-BLG-073L b,,3496.00000,2012,2014-05-14,NaN
WASP-55 b,14.572,181.15500,2012,2014-05-14,1
WASP-59 b,8.687,274.27600,2012,2014-05-14,3.64
Kepler-51 b,7.100,2.10000,2012,2014-05-14,1
Kepler-51 c,9.000,4.00000,2012,2014-05-14,1
WASP-62 b,15.581,181.15500,2012,2014-05-14,1
WASP-72 b,14.240,491.37630,2012,2014-05-14,2.42
OGLE 2012-BLG-26L c,,216.12000,2012,2014-05-14,NaN
WASP-77 A b,13.560,559.36000,2012,2014-05-14,3.04
WASP-78 b,19.055,282.85700,2012,2014-05-14,1
Kepler-30 c,12.300,640.00000,2012,2014-05-14,4.23
Kepler-30 d,8.800,23.10000,2012,2014-05-14,1
Kepler-59 c,1.980,435.41000,2012,2014-05-14,111.12
WTS-1 b,16.700,1274.44000,2012,2014-05-14,4.57
WISEP J121756.91+162640.2 A b,10.468,6992.00000,2012,2014-05-14,63.84
Kepler-52 c,1.840,3308.41000,2012,2014-05-14,977.67
Kepler-53 b,2.890,5851.00000,2012,2014-05-14,700.88
Kepler-46 b,9.057,1907.00000,2012,2014-05-14,23.26
kap And b,,4327.36000,2012,2014-05-14,NaN
HD 196067 b,,2192.90000,2012,2014-05-14,NaN
Kepler-54 b,2.100,292.39000,2012,2014-05-14,66.33
HD 27631 b,,460.83000,2012,2014-05-14,NaN
Kepler-57 c,1.550,2208.83000,2012,2014-05-14,919.83
Kepler-55 b,2.430,473.55000,2012,2014-05-14,80.23
Kepler-47 b,3.030,636.00000,2012,2014-05-14,69.31
WASP-52 b,14.240,146.20000,2012,2014-05-14,1
WASP-54 b,18.528,202.13100,2012,2014-05-14,1
Kepler-47 c,4.620,8899.00000,2012,2014-05-14,417.13
HD 220074 b,,3527.80000,2012,2014-05-14,NaN
Kepler-54 c,1.230,117.59000,2012,2014-05-14,77.76
HD 220689 b,,336.89000,2012,2014-05-14,NaN
WASP-56 b,12.240,181.47300,2012,2014-05-14,1.21
GJ 676 A e,,11.50000,2012,2014-05-14,NaN
HD 77338 b,,15.90000,2012,2014-05-14,NaN
Kepler-53 c,3.170,5002.43000,2012,2014-05-14,498.05
Kepler-48 c,3.140,3689.85000,2012,2014-05-14,374.42
OGLE 2012-BLG-26L b,,34.96000,2012,2014-05-14,NaN
OGLE 2011-BLG-251L b,,168.44000,2012,2014-05-14,NaN
Kepler-38 b,4.300,122.00000,2012,2014-05-14,6.60
WASP-58 b,15.360,282.86000,2012,2014-05-14,1.20
HD 66141 b,,1906.90000,2012,2014-05-14,NaN
Kepler-30 b,3.900,11.30000,2012,2014-05-14,1
WASP-66 b,15.581,737.33500,2012,2014-05-14,3.04
Kepler-49 b,2.720,311.46000,2012,2014-05-14,42.12
MOA 2011-BLG-293L b,,1525.50000,2012,2014-05-14,NaN
Kepler-52 b,2.100,2765.00000,2012,2014-05-14,627.29
Kepler-36 c,3.679,8.08000,2012,2014-05-14,1
Kepler-49 c,2.550,228.83000,2012,2014-05-14,35.21
HD 4732 c,,753.23000,2012,2014-05-14,NaN
KELT-1 b,12.442,8654.15000,2012,2014-05-14,55.93
KELT-2 A b,14.415,483.71700,2012,2014-05-14,2.33
HD 4732 b,,753.23000,2012,2014-05-14,NaN
Kepler-36 b,1.486,4.45000,2012,2014-05-14,2.02
Kepler-48 b,2.140,1887.83000,2012,2014-05-14,412.42
Kepler-46 c,,119.49900,2012,2014-05-14,NaN
Kepler-60 d,2.550,216.12000,2012,2014-05-14,33.25
Kepler-60 c,2.470,177.98000,2012,2014-05-14,29.19
Kepler-60 b,2.280,79.45000,2012,2014-05-14,15.29
Kepler-59 b,1.100,651.52000,2012,2014-05-14,538.71
WASP-60 b,9.640,163.35800,2012,2014-05-14,1.76
Kepler-58 c,2.860,696.02000,2012,2014-05-14,85.13
HD 197037 b,,251.00000,2012,2014-05-14,NaN
Kepler-58 b,2.780,441.77000,2012,2014-05-14,57.19
Kepler-57 b,2.190,5994.02000,2012,2014-05-14,1250.37
Kepler-56 c,9.800,181.00000,2012,2014-05-14,1.89
HD 106515 A b,,3054.22000,2012,2014-05-14,NaN
HD 208527 b,,3146.40000,2012,2014-05-14,NaN
Kepler-56 b,6.510,22.10000,2012,2014-05-14,1
Kepler-55 c,2.210,352.78000,2012,2014-05-14,72.27
HATS-1 b,14.594,589.55000,2012,2014-05-14,2.77
HD 166724 b,,1121.89000,2012,2014-05-14,NaN
HD 219077 b,,3302.11000,2012,2014-05-14,NaN
HD 159868 c,,232.01000,2012,2014-05-14,NaN
WASP-79 b,23.430,286.03000,2012,2014-05-14,1
WASP-61 b,13.899,654.70200,2012,2014-05-14,3.39
PH1 b,6.180,169.00000,2012,2014-05-14,4.43
HAT-P-43 b,14.359,210.39500,2012,2014-05-14,1.02
HAT-P-42 b,14.348,331.80100,2012,2014-05-14,1.61
HAT-P-41 b,18.887,254.25300,2012,2014-05-14,1
HAT-P-40 b,19.392,195.45700,2012,2014-05-14,1
HAT-P-39 b,17.609,190.37200,2012,2014-05-14,1
HAT-P-38 b,9.247,84.85700,2012,2014-05-14,1
HD 37605 c,,1069.77100,2012,2014-05-14,NaN
WASP-42 b,12.106,158.90800,2012,2014-05-14,1.08
MOA-bin-1L b,,1175.90000,2012,2014-05-14,NaN
WASP-63 b,16.029,120.77000,2012,2014-05-14,1
WASP-64 b,14.247,403.94500,2012,2014-05-14,1.99
WASP-67 b,15.693,133.48300,2012,2014-05-14,1
Kepler-21 b,1.635,10.40000,2012,2014-05-14,3.89
HD 98649 b,,2161.20000,2012,2014-05-14,NaN
WASP-71 b,16.370,712.54500,2012,2014-05-14,2.66
GJ 676 A d,,4.40000,2012,2014-05-14,NaN
WASP-49 b,12.498,120.13500,2012,2014-05-14,1
GJ 3470 b,3.880,13.73000,2012,2014-07-23,1
HD 150706 b,,861.28000,2012,2014-07-23,NaN
HD 142 c,,1684.40000,2012,2014-08-21,NaN
MOA 2010-BLG-477L b,,476.70000,2012,2014-10-29,NaN
Kepler-79 b,3.470,10.90000,2012,2015-04-01,1
Kepler-79 c,3.720,5.90000,2012,2015-04-01,1
WASP-80 b,11.198,170.99254,2012,2015-04-16,1.36
RR Cae b,,1334.88600,2012,2015-08-27,NaN
omi UMa b,,1303.10300,2012,2015-09-03,NaN
75 Cet b,,953.49000,2012,2015-09-03,NaN
nu Oph c,,8581.41000,2012,2015-09-03,NaN
nu Oph b,,7627.92000,2012,2015-09-03,NaN
HD 5608 b,,444.96200,2012,2015-09-03,NaN
omi CrB b,,476.74500,2012,2015-09-03,NaN
eps CrB b,,2129.46100,2012,2015-09-10,NaN
HD 207832 c,,232.01590,2012,2015-09-10,NaN
Pr0201 b,,171.62820,2012,2015-09-10,NaN
HD 207832 b,,177.98480,2012,2015-09-10,NaN
HD 219415 b,,317.83000,2012,2015-09-18,NaN
BD+20 274 b,,1334.88600,2012,2015-09-18,NaN
WASP-57 b,11.769,204.68252,2012,2015-10-15,1.48
WASP-47 b,12.770,341.00000,2012,2015-10-15,2.09
WASP-41 b,13.227,298.76020,2012,2015-10-15,1.71
Pr0211 b,,597.52040,2012,2016-02-11,NaN
Kepler-145 b,2.650,37.10000,2013,2014-05-14,5.29
Kepler-145 c,4.320,79.40000,2013,2014-05-14,4.26
Kepler-328 b,2.300,28.50000,2013,2014-05-14,5.39
91 Aqr b,,1017.00000,2013,2014-05-14,NaN
Kepler-396 b,3.500,75.50000,2013,2014-05-14,6.17
HD 106906 b,,3496.00000,2013,2014-05-14,NaN
2MASS J01225093-2439505 b,,7786.50000,2013,2014-05-14,NaN
Kepler-277 c,3.360,64.20000,2013,2014-05-14,5.69
Kepler-276 c,2.900,16.60000,2013,2014-05-14,1.97
Kepler-279 c,4.300,49.40000,2013,2014-05-14,2.67
Kepler-277 b,2.920,87.30000,2013,2014-05-14,10.24
Kepler-282 d,2.460,61.00000,2013,2014-05-14,10.08
Kepler-396 c,5.300,17.90000,2013,2014-05-14,1
ROXs 12 b,,5085.00000,2013,2014-05-14,NaN
Kepler-177 c,7.100,7.50000,2013,2014-05-14,1
ROXs 42 B b,,2860.00000,2013,2014-05-14,NaN
Kepler-305 b,3.600,10.50000,2013,2014-05-14,1
Kepler-307 b,3.200,3.10000,2013,2014-05-14,1
Kepler-62 b,1.310,9.00000,2013,2014-05-14,5.25
HIP 91258 b,,339.42800,2013,2014-05-14,NaN
CoRoT-25 b,12.110,85.81000,2013,2014-05-14,1
HD 109271 c,,24.15400,2013,2014-05-14,NaN
Kepler-62 c,0.540,4.00000,2013,2014-05-14,13.72
Kepler-62 d,1.950,14.00000,2013,2014-05-14,3.68
Kepler-62 f,1.410,35.00000,2013,2014-05-14,17.61
Kepler-63 b,6.110,120.00000,2013,2014-05-14,3.22
Kepler-87 c,6.140,6.40000,2013,2014-05-14,1
BD-06 1339 b,,8.50000,2013,2014-05-14,NaN
KOI-142 b,3.780,8.70000,2013,2014-05-14,1
HD 120084 b,,1430.20000,2013,2014-05-14,NaN
BD+15 2940 b,,352.78000,2013,2014-05-14,NaN
KOI-142 c,,198.80000,2013,2014-05-14,NaN
KOI-94 b,1.710,10.50000,2013,2014-05-14,3.59
Kepler-305 c,3.300,6.00000,2013,2014-05-14,1
KOI-94 e,6.560,35.00000,2013,2014-05-14,1
Kepler-177 b,2.900,2.00000,2013,2014-05-14,1
WASP-75 b,14.235,340.06000,2013,2014-05-14,1.68
Kepler-68 b,2.310,8.30000,2013,2014-05-14,1.56
GJ 163 b,,11.00000,2013,2014-05-14,NaN
GJ 163 c,,7.70000,2013,2014-05-14,NaN
GJ 163 d,,25.00000,2013,2014-05-14,NaN
MOA 2011-BLG-322L b,,3686.70000,2013,2014-05-14,NaN
Kepler-68 c,0.953,4.80000,2013,2014-05-14,5.29
GJ 667 C e,,2.70000,2013,2014-05-14,NaN
Kepler-92 b,3.510,64.30000,2013,2014-05-14,5.22
HD 40307 f,,5.20000,2013,2014-05-14,NaN
Kepler-307 c,2.800,1.50000,2013,2014-05-14,1
GJ 504 b,,1271.30000,2013,2014-05-14,NaN
Kepler-238 e,5.600,169.70000,2013,2014-05-14,5.41
Kepler-238 f,2.000,13.50000,2013,2014-05-14,3.38
Kepler-128 b,1.130,30.70000,2013,2014-05-14,24.05
Kepler-350 c,3.100,6.10000,2013,2014-05-14,1
Kepler-328 c,5.400,39.40000,2013,2014-05-14,1.35
GJ 328 b,,731.00000,2013,2014-05-14,NaN
GJ 667 C f,,2.70000,2013,2014-05-14,NaN
HD 159243 b,,359.13000,2013,2014-05-14,NaN
HD 2952 b,,508.50000,2013,2014-05-14,NaN
HD 159243 c,,603.90000,2013,2014-05-14,NaN
GJ 667 C g,,4.60000,2013,2014-05-14,NaN
Kepler-350 d,2.800,14.90000,2013,2014-05-14,1.90
HD 95086 b,,1589.00000,2013,2014-05-14,NaN
HD 103774 b,,116.00000,2013,2014-05-14,NaN
DENIS-P J082303.1-491201 b,,9057.77000,2013,2014-05-14,NaN
HD 233604 b,,2089.64400,2013,2014-05-14,NaN
HD 113337 b,,899.42000,2013,2014-05-14,NaN
Kepler-114 c,1.600,2.80000,2013,2014-05-14,1.09
HD 285507 b,,291.43800,2013,2014-05-14,NaN
Kepler-78 b,1.173,1.86000,2013,2014-05-14,1.35
CoRoT-26 b,14.120,165.26000,2013,2014-05-14,1
Kepler-128 c,1.130,33.30000,2013,2014-05-14,26.09
WASP-65 b,12.464,492.62000,2013,2014-05-14,3.17
Kepler-87 b,13.490,324.20000,2013,2014-05-14,1.78
Kepler-92 c,2.600,6.10000,2013,2014-05-14,1
Kepler-62 e,1.610,36.00000,2013,2014-05-14,13.90
Kepler-68 d,,300.97200,2013,2014-05-14,NaN
WASP-8 c,,3003.37000,2013,2014-05-14,NaN
HIP 63242 b,,2917.56000,2013,2014-05-14,NaN
Kepler-77 b,10.761,136.66100,2013,2014-05-14,1.18
HATS-2 b,13.092,427.46300,2013,2014-05-14,2.50
Kepler-102 e,2.220,8.93000,2013,2014-05-14,1.81
KOI-94 d,11.270,106.00000,2013,2014-05-14,1
HATS-3 b,15.480,340.38200,2013,2014-05-14,1.42
Kepler-114 d,2.530,3.90000,2013,2014-05-14,1
HD 40307 g,,7.10000,2013,2014-05-14,NaN
KELT-3 b,15.076,469.41500,2013,2014-05-14,2.07
HD 109271 b,,17.16200,2013,2014-05-14,NaN
BD-06 1339 c,,53.00000,2013,2014-05-14,NaN
OGLE 2012-BLG-358L b,,587.96000,2013,2014-05-14,NaN
Kepler-276 d,2.800,16.30000,2013,2014-05-14,2.08
OGLE 2012-BLG-406L b,,867.64000,2013,2014-05-14,NaN
Kepler-279 d,3.100,37.50000,2013,2014-05-14,3.90
ome Ser b,,540.30000,2013,2014-05-14,NaN
HD 13908 c,,1630.40000,2013,2014-05-14,NaN
POTS-1 b,10.548,734.16000,2013,2014-05-14,6.60
tau Gem b,,6547.00000,2013,2014-05-14,NaN
Kepler-282 e,3.100,56.20000,2013,2014-05-14,5.85
KOI-94 c,4.320,15.60000,2013,2014-05-14,1
HD 13908 b,,274.91000,2013,2014-05-14,NaN
MOA 2008-BLG-379L b,,1303.00000,2013,2014-10-29,NaN
Kepler-75 b,11.770,3209.90000,2013,2015-01-29,23.18
Kepler-74 b,10.760,200.22000,2013,2015-01-29,1.73
MOA 2010-BLG-328L b,,9.20000,2013,2015-06-04,NaN
Kepler-76 b,15.244,638.83830,2013,2015-10-15,2.75
Kepler-91 b,15.323,257.44230,2013,2015-10-15,1.10
Kepler-48 e,,657.00000,2014,2014-05-14,NaN
WASP-96 b,13.450,152.55000,2014,2014-05-14,1
WASP-98 b,12.330,263.79000,2014,2014-05-14,1.74
Kepler-51 d,9.700,7.60000,2014,2014-05-14,1
WASP-99 b,12.330,883.53000,2014,2014-05-14,5.81
WASP-100 b,18.940,645.17000,2014,2014-05-14,1.80
WASP-101 b,15.800,158.91000,2014,2014-05-14,1
Kepler-100 b,1.320,7.34000,2014,2014-05-14,4.21
HD 114613 b,,152.55000,2014,2014-05-14,NaN
WASP-103 b,17.127,473.54700,2014,2014-05-14,1.62
Kepler-102 d,1.180,3.80000,2014,2014-05-14,2.73
Kepler-103 b,3.370,9.70000,2014,2014-05-14,1
HD 154857 c,,819.97000,2014,2014-05-14,NaN
Kepler-106 b,0.820,0.15000,2014,2014-05-14,1
HAT-P-44 b,13.922,111.87100,2014,2014-05-14,1
Kepler-407 c,,4000.00000,2014,2014-05-14,NaN
HAT-P-44 c,,1271.30000,2014,2014-05-14,NaN
bet UMi b,,1938.70000,2014,2014-05-14,NaN
HAT-P-45 b,15.984,283.49200,2014,2014-05-14,1.11
HAT-P-46 b,14.392,156.68400,2014,2014-05-14,1
HATS-5 b,10.223,75.32300,2014,2014-05-14,1
Kepler-406 b,1.430,6.35000,2014,2014-05-14,3.11
Kepler-106 e,2.560,11.17000,2014,2014-05-14,1.71
Kepler-109 b,2.370,1.30000,2014,2014-05-14,1
Kepler-131 c,0.840,8.25000,2014,2014-05-14,11.70
mu Leo b,,762.80000,2014,2014-05-14,NaN
Kepler-406 c,0.850,2.71000,2014,2014-05-14,3.75
Kepler-407 b,1.070,0.06000,2014,2014-05-14,1
Kepler-408 b,0.820,0.48000,2014,2014-05-14,1
Kepler-409 b,1.190,2.69000,2014,2014-05-14,1.90
bet Cnc b,,2479.00000,2014,2014-05-14,NaN
Kepler-94 c,,3126.00000,2014,2014-05-14,NaN
Kepler-97 b,1.480,3.51000,2014,2014-05-14,1.60
Kepler-98 b,1.990,3.55000,2014,2014-05-14,1
NGC 2682 YBP 1514 b,,127.13000,2014,2014-05-14,NaN
GU Psc b,14.179,3591.30000,2014,2014-05-14,17.87
CoRoT-27 b,11.287,3302.11000,2014,2014-05-14,25.93
Kepler-113 c,2.180,8.70000,2014,2014-05-14,1.83
WASP-73 b,13.002,597.50000,2014,2014-05-14,3.54
Kepler-113 b,1.820,11.70000,2014,2014-05-14,3.53
WASP-97 b,12.670,419.52000,2014,2014-05-14,2.61
WASP-68 b,13.900,301.93000,2014,2014-05-14,1.56
Kepler-48 d,2.040,7.93000,2014,2014-05-14,1.91
Kepler-109 c,2.520,2.22000,2014,2014-05-14,1
Kepler-131 b,2.410,16.13000,2014,2014-05-14,2.78
Kepler-25 d,,89.90000,2014,2014-05-14,NaN
Kepler-413 b,4.347,67.00000,2014,2014-05-14,3.55
Kepler-106 d,0.950,8.10000,2014,2014-05-14,8.98
WASP-88 b,19.055,177.98000,2014,2014-05-14,1
Kepler-106 c,2.500,10.44000,2014,2014-05-14,1.67
WASP-95 b,13.560,359.13000,2014,2014-05-14,1.95
HAT-P-49 b,15.838,549.82300,2014,2014-05-14,2.19
Kepler-103 c,5.140,36.10000,2014,2014-05-14,1.37
Kepler-93 c,,954.00000,2014,2014-05-14,NaN
Kepler-94 b,3.510,10.84000,2014,2014-05-14,1
Kepler-95 b,3.420,13.00000,2014,2014-05-14,1.11
Kepler-96 b,2.670,8.46000,2014,2014-05-14,1.19
NGC 2682 YBP 1194 b,,108.06000,2014,2014-05-14,NaN
NGC 2682 Sand 364 b,,489.44000,2014,2014-05-14,NaN
Kepler-102 f,0.880,0.62000,2014,2014-05-14,1
Kepler-97 c,,344.00000,2014,2014-05-14,NaN
Kepler-99 b,1.480,6.15000,2014,2014-05-14,2.81
Kepler-100 c,2.200,0.85000,2014,2014-05-14,1
Kepler-100 d,1.610,3.00000,2014,2014-05-14,1.16
