kepler_name,koi_disposition,koi_vet_stat,koi_datalink_dvs,koi_vet_date
,CANDIDATE,Active,007/007849/007849854/dv/kplr007849854-001-20141002224145_dvs.pdf,2015-09-18
Kepler-83 b,CONFIRMED,Active,007/007870/007870390/dv/kplr007870390-001-20141002224145_dvs.pdf,2015-09-18
Kepler-83 d,CONFIRMED,Active,007/007870/007870390/dv/kplr007870390-002-20141002224145_dvs.pdf,2015-09-18
Kepler-109 c,CONFIRMED,Active,005/005094/005094751/dv/kplr005094751-002-20141002224145_dvs.pdf,2015-09-18
Kepler-83 c,CONFIRMED,Active,007/007870/007870390/dv/kplr007870390-003-20141002224145_dvs.pdf,2015-09-18
Kepler-249 c,CONFIRMED,Active,007/007907/007907423/dv/kplr007907423-001-20141002224145_dvs.pdf,2015-09-18
Kepler-249 b,CONFIRMED,Active,007/007907/007907423/dv/kplr007907423-002-20141002224145_dvs.pdf,2015-09-18
Kepler-249 d,CONFIRMED,Active,007/007907/007907423/dv/kplr007907423-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007938/007938496/dv/kplr007938496-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008490/008490993/dv/kplr008490993-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008490/008490993/dv/kplr008490993-002-20141002224145_dvs.pdf,2015-09-18
Kepler-252 c,CONFIRMED,Active,008/008505/008505670/dv/kplr008505670-001-20141002224145_dvs.pdf,2015-09-18
Kepler-252 b,CONFIRMED,Active,008/008505/008505670/dv/kplr008505670-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008544/008544996/dv/kplr008544996-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008552/008552202/dv/kplr008552202-001-20141002224145_dvs.pdf,2015-09-18
Kepler-55 c,CONFIRMED,Active,008/008150/008150320/dv/kplr008150320-004-20141002224145_dvs.pdf,2015-09-18
Kepler-55 e,CONFIRMED,Active,008/008150/008150320/dv/kplr008150320-002-20141002224145_dvs.pdf,2015-09-18
Kepler-55 f,CONFIRMED,Active,008/008150/008150320/dv/kplr008150320-005-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008180/008180063/dv/kplr008180063-001-20141002224145_dvs.pdf,2015-09-18
Kepler-250 c,CONFIRMED,Active,008/008226/008226994/dv/kplr008226994-001-20141002224145_dvs.pdf,2015-09-18
Kepler-250 d,CONFIRMED,Active,008/008226/008226994/dv/kplr008226994-002-20141002224145_dvs.pdf,2015-09-18
Kepler-250 b,CONFIRMED,Active,008/008226/008226994/dv/kplr008226994-003-20141002224145_dvs.pdf,2015-09-18
Kepler-251 c,CONFIRMED,Active,008/008247/008247638/dv/kplr008247638-001-20141002224145_dvs.pdf,2015-09-18
Kepler-251 d,CONFIRMED,Active,008/008247/008247638/dv/kplr008247638-002-20141002224145_dvs.pdf,2015-09-18
Kepler-251 b,CONFIRMED,Active,008/008247/008247638/dv/kplr008247638-004-20141002224145_dvs.pdf,2015-09-18
Kepler-110 c,CONFIRMED,Active,011/011086/011086270/dv/kplr011086270-002-20141002224145_dvs.pdf,2015-09-18
Kepler-251 e,CONFIRMED,Active,008/008247/008247638/dv/kplr008247638-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008255/008255887/dv/kplr008255887-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008256/008256049/dv/kplr008256049-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008414/008414716/dv/kplr008414716-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009140/009140402/dv/kplr009140402-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009141/009141746/dv/kplr009141746-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009159/009159275/dv/kplr009159275-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009166/009166862/dv/kplr009166862-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009166/009166870/dv/kplr009166870-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011449/011449844/dv/kplr011449844-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008605/008605074/dv/kplr008605074-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008628/008628973/dv/kplr008628973-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008655/008655354/dv/kplr008655354-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008672/008672910/dv/kplr008672910-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008686/008686150/dv/kplr008686150-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008689/008689031/dv/kplr008689031-001-20141002224145_dvs.pdf,2015-09-18
Kepler-253 c,CONFIRMED,Active,008/008689/008689373/dv/kplr008689373-002-20141002224145_dvs.pdf,2015-09-18
Kepler-253 d,CONFIRMED,Active,008/008689/008689373/dv/kplr008689373-001-20141002224145_dvs.pdf,2015-09-18
Kepler-253 b,CONFIRMED,Active,008/008689/008689373/dv/kplr008689373-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008826/008826878/dv/kplr008826878-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005897/005897826/dv/kplr005897826-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008883/008883593/dv/kplr008883593-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008951/008951215/dv/kplr008951215-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009016/009016295/dv/kplr009016295-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009077/009077124/dv/kplr009077124-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009097/009097120/dv/kplr009097120-001-20141002224145_dvs.pdf,2015-09-18
Kepler-256 c,CONFIRMED,Active,009/009466/009466668/dv/kplr009466668-001-20141002224145_dvs.pdf,2015-09-18
Kepler-256 d,CONFIRMED,Active,009/009466/009466668/dv/kplr009466668-002-20141002224145_dvs.pdf,2015-09-18
Kepler-256 b,CONFIRMED,Active,009/009466/009466668/dv/kplr009466668-004-20141002224145_dvs.pdf,2015-09-18
Kepler-256 e,CONFIRMED,Active,009/009466/009466668/dv/kplr009466668-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009479/009479273/dv/kplr009479273-001-20141002224145_dvs.pdf,2015-09-18
Kepler-77 b,CONFIRMED,Active,008/008359/008359498/dv/kplr008359498-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009171/009171801/dv/kplr009171801-001-20141002224145_dvs.pdf,2015-09-18
Kepler-254 b,CONFIRMED,Active,009/009334/009334289/dv/kplr009334289-001-20141002224145_dvs.pdf,2015-09-18
Kepler-254 c,CONFIRMED,Active,009/009334/009334289/dv/kplr009334289-003-20141002224145_dvs.pdf,2015-09-18
Kepler-254 d,CONFIRMED,Active,009/009334/009334289/dv/kplr009334289-002-20141002224145_dvs.pdf,2015-09-18
Kepler-31 b,CONFIRMED,Active,009/009347/009347899/dv/kplr009347899-001-20141002224145_dvs.pdf,2015-09-18
Kepler-31 c,CONFIRMED,Active,009/009347/009347899/dv/kplr009347899-002-20141002224145_dvs.pdf,2015-09-18
Kepler-31 d,CONFIRMED,Active,009/009347/009347899/dv/kplr009347899-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009347/009347899/dv/kplr009347899-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009388/009388479/dv/kplr009388479-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009388/009388479/dv/kplr009388479-002-20141002224145_dvs.pdf,2015-09-18
Kepler-15 b,CONFIRMED,Active,011/011359/011359879/dv/kplr011359879-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009406/009406990/dv/kplr009406990-001-20141002224145_dvs.pdf,2015-09-18
Kepler-255 c,CONFIRMED,Active,009/009415/009415172/dv/kplr009415172-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009415/009415172/dv/kplr009415172-002-20141002224145_dvs.pdf,2015-09-18
Kepler-255 b,CONFIRMED,Active,009/009415/009415172/dv/kplr009415172-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009904/009904059/dv/kplr009904059-001-20141002224145_dvs.pdf,2015-09-18
Kepler-24 b,CONFIRMED,Active,003/003231/003231341/dv/kplr003231341-001-20141002224145_dvs.pdf,2015-09-18
Kepler-24 e,CONFIRMED,Active,003/003231/003231341/dv/kplr003231341-003-20141002224145_dvs.pdf,2015-09-18
Kepler-24 d,CONFIRMED,Active,003/003231/003231341/dv/kplr003231341-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002860/002860866/dv/kplr002860866-001-20141002224145_dvs.pdf,2015-09-18
Kepler-112 c,CONFIRMED,Active,007/007626/007626506/dv/kplr007626506-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
,CANDIDATE,Active,010/010319/010319385/dv/kplr010319385-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010482/010482160/dv/kplr010482160-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010485/010485069/dv/kplr010485069-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003233/003233043/dv/kplr003233043-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006579/006579806/dv/kplr006579806-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003560/003560301/dv/kplr003560301-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004044/004044005/dv/kplr004044005-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011502/011502218/dv/kplr011502218-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,005/005802/005802246/dv/kplr005802246-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006066/006066403/dv/kplr006066403-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,005/005988/005988031/dv/kplr005988031-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007684/007684873/dv/kplr007684873-001-20141002224145_dvs.pdf,2015-09-18
Kepler-111 c,CONFIRMED,Active,008/008559/008559644/dv/kplr008559644-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002851/002851100/dv/kplr002851100-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003130/003130300/dv/kplr003130300-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003240/003240158/dv/kplr003240158-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003240/003240158/dv/kplr003240158-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003228/003228959/dv/kplr003228959-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003218/003218908/dv/kplr003218908-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010341/010341913/dv/kplr010341913-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010480/010480921/dv/kplr010480921-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
,CANDIDATE,Active,010/010350/010350571/dv/kplr010350571-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010350/010350571/dv/kplr010350571-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003749/003749365/dv/kplr003749365-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011013/011013201/dv/kplr011013201-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011673/011673674/dv/kplr011673674-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011013/011013201/dv/kplr011013201-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009414/009414417/dv/kplr009414417-001-20141002224145_dvs.pdf,2015-09-18
Kepler-21 b,CONFIRMED,Active,003/003632/003632418/dv/kplr003632418-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003441/003441784/dv/kplr003441784-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005820/005820218/dv/kplr005820218-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005876/005876368/dv/kplr005876368-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005809/005809890/dv/kplr005809890-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005809/005809890/dv/kplr005809890-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006131/006131236/dv/kplr006131236-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009048/009048161/dv/kplr009048161-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003218/003218908/dv/kplr003218908-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003218/003218908/dv/kplr003218908-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,002/002837/002837111/dv/kplr002837111-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003120/003120276/dv/kplr003120276-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002307/002307199/dv/kplr002307199-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003547/003547091/dv/kplr003547091-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003869/003869825/dv/kplr003869825-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003655/003655332/dv/kplr003655332-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004042/004042026/dv/kplr004042026-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003344/003344419/dv/kplr003344419-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011192/011192141/dv/kplr011192141-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011494/011494130/dv/kplr011494130-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005648/005648449/dv/kplr005648449-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012167/012167361/dv/kplr012167361-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,001/001433/001433962/dv/kplr001433962-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
Kepler-265 c,CONFIRMED,Active,005/005956/005956342/dv/kplr005956342-001-20141002224145_dvs.pdf,2015-09-18
Kepler-265 b,CONFIRMED,Active,005/005956/005956342/dv/kplr005956342-002-20141002224145_dvs.pdf,2015-09-18
Kepler-265 e,CONFIRMED,Active,005/005956/005956342/dv/kplr005956342-003-20141002224145_dvs.pdf,2015-09-18
Kepler-265 d,CONFIRMED,Active,005/005956/005956342/dv/kplr005956342-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005956/005956656/dv/kplr005956656-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003109/003109930/dv/kplr003109930-001-20141002224145_dvs.pdf,2015-09-18
Kepler-268 b,CONFIRMED,Active,002/002854/002854914/dv/kplr002854914-001-20141002224145_dvs.pdf,2015-09-18
Kepler-268 c,CONFIRMED,Active,002/002854/002854914/dv/kplr002854914-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003337/003337425/dv/kplr003337425-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003116/003116412/dv/kplr003116412-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003865/003865567/dv/kplr003865567-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003544/003544689/dv/kplr003544689-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,003/003443/003443790/dv/kplr003443790-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003966/003966912/dv/kplr003966912-001-20141002224145_dvs.pdf,2015-09-18
Kepler-79 d,CONFIRMED,Active,008/008394/008394721/dv/kplr008394721-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,001/001161/001161345/dv/kplr001161345-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010227/010227501/dv/kplr010227501-001-20141002224145_dvs.pdf,2015-09-18
Kepler-260 b,CONFIRMED,Active,002/002854/002854698/dv/kplr002854698-001-20141002224145_dvs.pdf,2015-09-18
Kepler-260 c,CONFIRMED,Active,002/002854/002854698/dv/kplr002854698-002-20141002224145_dvs.pdf,2015-09-18
Kepler-111 b,CONFIRMED,Active,008/008559/008559644/dv/kplr008559644-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,005/005866/005866099/dv/kplr005866099-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,006/006066/006066416/dv/kplr006066416-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,001/001996/001996679/dv/kplr001996679-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002849/002849805/dv/kplr002849805-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003114/003114811/dv/kplr003114811-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002853/002853446/dv/kplr002853446-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003003/003003992/dv/kplr003003992-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003942/003942446/dv/kplr003942446-001-20141002224145_dvs.pdf,2015-09-18
Kepler-415 c,CONFIRMED,Active,003/003554/003554031/dv/kplr003554031-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003554/003554031/dv/kplr003554031-003-20141002224145_dvs.pdf,2015-09-18
Kepler-415 b,CONFIRMED,Active,003/003554/003554031/dv/kplr003554031-002-20141002224145_dvs.pdf,2015-09-18
Kepler-79 c,CONFIRMED,Active,008/008394/008394721/dv/kplr008394721-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007295/007295235/dv/kplr007295235-001-20141002224145_dvs.pdf,2015-09-18
Kepler-261 b,CONFIRMED,Active,002/002302/002302548/dv/kplr002302548-001-20141002224145_dvs.pdf,2015-09-18
Kepler-261 c,CONFIRMED,Active,002/002302/002302548/dv/kplr002302548-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,010/010743/010743597/dv/kplr010743597-003-20141002224145_dvs.pdf,2015-09-18
Kepler-43 b,CONFIRMED,Active,009/009818/009818381/dv/kplr009818381-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006124/006124941/dv/kplr006124941-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006060/006060203/dv/kplr006060203-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005880/005880320/dv/kplr005880320-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005880/005880320/dv/kplr005880320-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005880/005880320/dv/kplr005880320-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003003/003003992/dv/kplr003003992-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006307/006307537/dv/kplr006307537-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006359/006359798/dv/kplr006359798-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006311/006311681/dv/kplr006311681-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006365/006365321/dv/kplr006365321-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006301/006301035/dv/kplr006301035-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003859/003859079/dv/kplr003859079-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,004/004061/004061149/dv/kplr004061149-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003444/003444588/dv/kplr003444588-001-20141002224145_dvs.pdf,2015-09-18
Kepler-79 b,CONFIRMED,Active,008/008394/008394721/dv/kplr008394721-002-20141002224145_dvs.pdf,2015-09-18
Kepler-276 c,CONFIRMED,Active,003/003962/003962243/dv/kplr003962243-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010743/010743597/dv/kplr010743597-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,010/010154/010154388/dv/kplr010154388-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,001/001432/001432789/dv/kplr001432789-001-20141002224145_dvs.pdf,2015-09-18
Kepler-262 c,CONFIRMED,Active,001/001718/001718189/dv/kplr001718189-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005880/005880320/dv/kplr005880320-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005130/005130369/dv/kplr005130369-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006037/006037187/dv/kplr006037187-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006147/006147122/dv/kplr006147122-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008257/008257407/dv/kplr008257407-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008218/008218274/dv/kplr008218274-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003964/003964562/dv/kplr003964562-001-20141002224145_dvs.pdf,2015-09-18
Kepler-48 b,CONFIRMED,Active,005/005735/005735762/dv/kplr005735762-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006292/006292162/dv/kplr006292162-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006307/006307521/dv/kplr006307521-001-20141002224145_dvs.pdf,2015-09-18
Kepler-269 b,CONFIRMED,Active,006/006359/006359320/dv/kplr006359320-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003848/003848972/dv/kplr003848972-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003860/003860441/dv/kplr003860441-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003765/003765771/dv/kplr003765771-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,003/003859/003859628/dv/kplr003859628-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
Kepler-262 b,CONFIRMED,Active,001/001718/001718189/dv/kplr001718189-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,001/001431/001431122/dv/kplr001431122-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003858/003858949/dv/kplr003858949-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003858/003858824/dv/kplr003858824-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,007/007601/007601633/dv/kplr007601633-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008242/008242681/dv/kplr008242681-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008260/008260218/dv/kplr008260218-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008246/008246781/dv/kplr008246781-001-20141002224145_dvs.pdf,2015-09-18
